0,0.4,0.4
0,0.400032,0.399936
0.01,0.403284,0.393594
0.02,0.406639,0.387365
0.03,0.410098,0.381248
0.04,0.413661,0.37524
0.05,0.41733,0.369341
0.06,0.421105,0.363548
0.07,0.424988,0.357859
0.08,0.428979,0.352274
0.09,0.433079,0.346789
0.1,0.43729,0.341404
0.11,0.441612,0.336117
0.12,0.446048,0.330927
0.13,0.450597,0.325831
0.14,0.455262,0.320829
0.15,0.460043,0.315918
0.16,0.464943,0.311097
0.17,0.469962,0.306365
0.18,0.475102,0.301721
0.19,0.480364,0.297162
0.2,0.485751,0.292688
0.21,0.491263,0.288297
0.22,0.496903,0.283987
0.23,0.502672,0.279758
0.24,0.508571,0.275608
0.25,0.514604,0.271536
0.26,0.520771,0.26754
0.27,0.527074,0.26362
0.28,0.533516,0.259773
0.29,0.540099,0.256
0.3,0.546823,0.252298
0.31,0.553693,0.248666
0.32,0.560709,0.245104
0.33,0.567875,0.241609
0.34,0.575191,0.238182
0.35,0.582662,0.234821
0.36,0.590288,0.231525
0.37,0.598072,0.228292
0.38,0.606018,0.225123
0.39,0.614127,0.222015
0.4,0.622401,0.218968
0.41,0.630845,0.215981
0.42,0.639459,0.213053
0.43,0.648248,0.210183
0.44,0.657213,0.20737
0.45,0.666358,0.204613
0.46,0.675686,0.201911
0.47,0.685199,0.199264
0.48,0.694901,0.196671
0.49,0.704795,0.19413
0.5,0.714883,0.191641
0.51,0.725169,0.189204
0.52,0.735656,0.186816
0.53,0.746348,0.184479
0.54,0.757248,0.18219
0.55,0.768359,0.17995
0.56,0.779686,0.177757
0.57,0.79123,0.175611
0.58,0.802997,0.173511
0.59,0.814989,0.171456
0.6,0.827211,0.169447
0.61,0.839667,0.167481
0.62,0.852359,0.165559
0.63,0.865293,0.16368
0.64,0.878472,0.161844
0.65,0.8919,0.16005
0.66,0.905582,0.158296
0.67,0.919521,0.156584
0.68,0.933723,0.154912
0.69,0.94819,0.15328
0.7,0.962929,0.151687
0.71,0.977942,0.150133
0.72,0.993236,0.148618
0.73,1.008814,0.14714
0.74,1.024681,0.1457
0.75,1.040842,0.144298
0.76,1.057302,0.142932
0.77,1.074065,0.141602
0.78,1.091138,0.140309
0.79,1.108524,0.139051
0.8,1.126228,0.137829
0.81,1.144258,0.136642
0.82,1.162616,0.13549
0.83,1.181309,0.134373
0.84,1.200343,0.13329
0.85,1.219722,0.132241
0.86,1.239452,0.131226
0.87,1.259539,0.130244
0.88,1.279989,0.129296
0.89,1.300807,0.128382
0.9,1.322,0.127501
0.91,1.343572,0.126653
0.92,1.365531,0.125838
0.93,1.387881,0.125055
0.94,1.41063,0.124306
0.95,1.433783,0.12359
0.96,1.457347,0.122906
0.97,1.481328,0.122256
0.98,1.505732,0.121638
0.99,1.530566,0.121053
1,1.555836,0.120501
1.01,1.581549,0.119982
1.02,1.60771,0.119497
1.03,1.634328,0.119044
1.04,1.661408,0.118626
1.05,1.688956,0.118241
1.06,1.716981,0.11789
