0.000000,10000.000000,1.000000,0.000000
60.434051,9999.000000,2.000000,0.000000
65.262617,9998.000000,3.000000,0.000000
67.042651,9997.000000,4.000000,0.000000
81.457987,9996.000000,5.000000,0.000000
102.399660,9995.000000,6.000000,0.000000
108.675252,9994.000000,7.000000,0.000000
124.976007,9993.000000,8.000000,0.000000
143.792101,9993.000000,7.000000,1.000000
158.917335,9992.000000,8.000000,1.000000
166.275137,9991.000000,9.000000,1.000000
182.046392,9990.000000,10.000000,1.000000
185.681664,9989.000000,11.000000,1.000000
194.227404,9988.000000,12.000000,1.000000
200.706449,9987.000000,13.000000,1.000000
205.777907,9986.000000,14.000000,1.000000
207.604385,9985.000000,15.000000,1.000000
212.202110,9984.000000,16.000000,1.000000
227.478497,9983.000000,17.000000,1.000000
227.525780,9982.000000,18.000000,1.000000
230.843611,9981.000000,19.000000,1.000000
234.013389,9980.000000,20.000000,1.000000
234.023128,9979.000000,21.000000,1.000000
237.336487,9978.000000,22.000000,1.000000
237.464557,9977.000000,23.000000,1.000000
256.575755,9976.000000,24.000000,1.000000
257.364442,9976.000000,23.000000,2.000000
261.394704,9975.000000,24.000000,2.000000
262.165961,9974.000000,25.000000,2.000000
275.617082,9974.000000,24.000000,3.000000
278.295377,9973.000000,25.000000,3.000000
278.946515,9972.000000,26.000000,3.000000
282.478302,9971.000000,27.000000,3.000000
286.916502,9970.000000,28.000000,3.000000
287.387441,9969.000000,29.000000,3.000000
287.835538,9968.000000,30.000000,3.000000
289.713576,9967.000000,31.000000,3.000000
293.941367,9966.000000,32.000000,3.000000
298.950000,9965.000000,33.000000,3.000000
300.937622,9964.000000,34.000000,3.000000
311.255069,9963.000000,35.000000,3.000000
312.917712,9962.000000,36.000000,3.000000
313.510821,9962.000000,35.000000,4.000000
318.458697,9961.000000,36.000000,4.000000
320.087040,9960.000000,37.000000,4.000000
323.399471,9959.000000,38.000000,4.000000
330.163889,9958.000000,39.000000,4.000000
333.739124,9957.000000,40.000000,4.000000
337.509249,9956.000000,41.000000,4.000000
338.538502,9955.000000,42.000000,4.000000
341.686861,9954.000000,43.000000,4.000000
342.872683,9954.000000,42.000000,5.000000
347.845103,9953.000000,43.000000,5.000000
349.004131,9952.000000,44.000000,5.000000
350.153385,9952.000000,43.000000,6.000000
352.333640,9951.000000,44.000000,6.000000
352.488771,9951.000000,43.000000,7.000000
353.556382,9950.000000,44.000000,7.000000
354.813972,9949.000000,45.000000,7.000000
355.163222,9948.000000,46.000000,7.000000
355.866697,9947.000000,47.000000,7.000000
356.620512,9946.000000,48.000000,7.000000
360.184242,9945.000000,49.000000,7.000000
361.887767,9944.000000,50.000000,7.000000
362.522764,9943.000000,51.000000,7.000000
364.681174,9942.000000,52.000000,7.000000
366.278853,9941.000000,53.000000,7.000000
367.053001,9941.000000,52.000000,8.000000
368.275896,9940.000000,53.000000,8.000000
368.962579,9939.000000,54.000000,8.000000
369.186988,9938.000000,55.000000,8.000000
369.983617,9937.000000,56.000000,8.000000
374.814522,9937.000000,55.000000,9.000000
387.489742,9936.000000,56.000000,9.000000
388.824365,9935.000000,57.000000,9.000000
391.142210,9934.000000,58.000000,9.000000
396.886035,9933.000000,59.000000,9.000000
397.009737,9932.000000,60.000000,9.000000
400.722778,9931.000000,61.000000,9.000000
401.269434,9930.000000,62.000000,9.000000
403.947135,9929.000000,63.000000,9.000000
408.104437,9928.000000,64.000000,9.000000
408.293076,9927.000000,65.000000,9.000000
411.168477,9926.000000,66.000000,9.000000
411.470879,9925.000000,67.000000,9.000000
412.006528,9924.000000,68.000000,9.000000
416.814771,9923.000000,69.000000,9.000000
418.238758,9922.000000,70.000000,9.000000
419.052141,9921.000000,71.000000,9.000000
419.921861,9920.000000,72.000000,9.000000
422.545367,9919.000000,73.000000,9.000000
423.064817,9918.000000,74.000000,9.000000
423.110722,9917.000000,75.000000,9.000000
423.595558,9916.000000,76.000000,9.000000
424.546763,9915.000000,77.000000,9.000000
424.627279,9914.000000,78.000000,9.000000
425.236528,9913.000000,79.000000,9.000000
425.631129,9912.000000,80.000000,9.000000
426.561971,9911.000000,81.000000,9.000000
427.064723,9910.000000,82.000000,9.000000
427.217386,9909.000000,83.000000,9.000000
427.485857,9908.000000,84.000000,9.000000
428.934263,9907.000000,85.000000,9.000000
431.144259,9906.000000,86.000000,9.000000
432.399364,9905.000000,87.000000,9.000000
432.445423,9904.000000,88.000000,9.000000
433.104876,9903.000000,89.000000,9.000000
433.127869,9902.000000,90.000000,9.000000
433.408590,9901.000000,91.000000,9.000000
433.868135,9901.000000,90.000000,10.000000
435.963283,9900.000000,91.000000,10.000000
436.683390,9899.000000,92.000000,10.000000
436.882045,9898.000000,93.000000,10.000000
439.112272,9897.000000,94.000000,10.000000
440.817311,9896.000000,95.000000,10.000000
441.983398,9895.000000,96.000000,10.000000
443.016285,9894.000000,97.000000,10.000000
444.444396,9893.000000,98.000000,10.000000
446.582030,9892.000000,99.000000,10.000000
448.593763,9891.000000,100.000000,10.000000
451.012027,9890.000000,101.000000,10.000000
452.473413,9889.000000,102.000000,10.000000
452.605305,9888.000000,103.000000,10.000000
453.093329,9887.000000,104.000000,10.000000
453.818999,9886.000000,105.000000,10.000000
454.346059,9885.000000,106.000000,10.000000
455.498774,9884.000000,107.000000,10.000000
456.658339,9883.000000,108.000000,10.000000
457.372341,9882.000000,109.000000,10.000000
459.252484,9881.000000,110.000000,10.000000
459.978613,9880.000000,111.000000,10.000000
460.205089,9879.000000,112.000000,10.000000
460.593734,9878.000000,113.000000,10.000000
461.749585,9877.000000,114.000000,10.000000
462.631993,9876.000000,115.000000,10.000000
462.661874,9875.000000,116.000000,10.000000
463.576337,9874.000000,117.000000,10.000000
465.198199,9873.000000,118.000000,10.000000
465.575232,9872.000000,119.000000,10.000000
466.311313,9871.000000,120.000000,10.000000
466.470056,9870.000000,121.000000,10.000000
467.758007,9870.000000,120.000000,11.000000
468.680088,9869.000000,121.000000,11.000000
468.979796,9868.000000,122.000000,11.000000
469.137340,9867.000000,123.000000,11.000000
469.489203,9866.000000,124.000000,11.000000
469.645101,9866.000000,123.000000,12.000000
470.795819,9866.000000,122.000000,13.000000
470.858133,9865.000000,123.000000,13.000000
472.374623,9864.000000,124.000000,13.000000
474.748731,9863.000000,125.000000,13.000000
474.849130,9862.000000,126.000000,13.000000
475.709622,9862.000000,125.000000,14.000000
476.019897,9861.000000,126.000000,14.000000
476.440987,9860.000000,127.000000,14.000000
476.555184,9859.000000,128.000000,14.000000
477.101498,9858.000000,129.000000,14.000000
477.861507,9857.000000,130.000000,14.000000
477.895115,9857.000000,129.000000,15.000000
478.152773,9856.000000,130.000000,15.000000
479.672849,9855.000000,131.000000,15.000000
480.042717,9855.000000,130.000000,16.000000
480.993529,9854.000000,131.000000,16.000000
